Product URL,Name,Rating,Number of Ratings,Number of Reviews,Compressor Type,Built-in Stabilizer,Warranty,Price (₹),Original Price (₹),Discount (%)
https://www.flipkart.com/godrej-238-l-frost-free-double-door-3-star-refrigerator-advanced-inverter-95-food-surface-disinfection/p/itm410582177f67e?pid=RFRHY8NHGHY8ZWEZ&lid=LSTRFRHY8NHGHY8ZWEZRLZZRY&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_32&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_rBLxqt5PXq3irdVRTdaWFFbWiYE18x-R9aeTfuz3Gx7g7B0m_jAh2yyIs9katD-ucyAV32LIY4j_fV0UVXF80g%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 238 L Frost Free Double Door 3 Star Refrigerator  with Advanced Inverter and 95%+ Food Surface ...,4.3,254,22,Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,23990,28490,15 
https://www.flipkart.com/samsung-236-l-frost-free-double-door-3-star-convertible-refrigerator-digital-inverter-display/p/itm31fe9fa54c652?pid=RFRGPTYNHVCBZQXP&lid=LSTRFRGPTYNHVCBZQXPLCK2CW&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_33&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGPTYNHVCBZQXP.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 236 L Frost Free Double Door 3 Star Convertible Refrigerator  with Digital Inverter and Displa...,4.3,20152,1447,Digital Inverter Compressor,Yes,"1 year comprehensive warranty on the product, 20 years on compressor by the brand.",27690,41990,34 
https://www.flipkart.com/lg-185-l-direct-cool-single-door-4-star-refrigerator-base-drawer-smart-inverter-compressor-connect/p/itme111bace73d90?pid=RFRGMFGQDSZT8QJN&lid=LSTRFRGMFGQDSZT8QJNBLCQWO&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_34&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGMFGQDSZT8QJN.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Smart Inverter Compressor ...,4.4,8739,495,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,16690,20499,18 
https://www.flipkart.com/realme-techlife-253-l-frost-free-double-door-2-star-refrigerator-silver-ion-technology/p/itmf03c87cfce8df?pid=RFRH3FV8GSKU8BDG&lid=LSTRFRH3FV8GSKU8BDGUIBEA7&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_35&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRH3FV8GSKU8BDG.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,realme TechLife 253 L Frost Free Double Door 2 Star Refrigerator  with Silver Ion Technology,4.4,144,23,Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,19490,38990,50 
https://www.flipkart.com/samsung-236-l-frost-free-double-door-2-star-convertible-refrigerator-digital-inverter-display/p/itm01a8e3c0e0f15?pid=RFRGHJPXAQCHMXHY&lid=LSTRFRGHJPXAQCHMXHYV3EHGP&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_36&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGHJPXAQCHMXHY.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 236 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter and Displa...,4.3,20152,1447,Digital Inverter Compressor,Yes,"1 year comprehensive warranty on the product, 20 years on compressor by the brand.",25290,35990,29 
https://www.flipkart.com/whirlpool-207-l-direct-cool-single-door-5-star-refrigerator-base-drawer/p/itm8969cf97843ff?pid=RFRGHRHHYHRZMDKD&lid=LSTRFRGHRHHYHRZMDKDL7GY0A&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_37&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_rBLxqt5PXq3irdVRTdaWFFbWiYE18x-R9aeTfuz3Gx5q1HYVr2JvHSNZOv3572ziP9YbArauSUzAYBqLwN-Kew%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.4,6730,511,1 Year on Product and 10 Years on Compressor from Whirlpool,Yes,1 Year on Product and 10 Years on Compressor from Whirlpool,18790,25050,24 
https://www.flipkart.com/whirlpool-184-l-direct-cool-single-door-4-star-refrigerator-base-drawer/p/itmcd8b0e6eed887?pid=RFRGYWHZRTYGWWBM&lid=LSTRFRGYWHZRTYGWWBMNQDSR7&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_38&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_rBLxqt5PXq3irdVRTdaWFFbWiYE18x-R9aeTfuz3Gx4cMuXto75oiJ-mZKd2sDJsXZ7Kc0cV4kSLn6BQh7PKxA%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,4.3,6668,467,Inverter Compressor,Yes,1 Year Warranty on Product and 9 Years Warranty on Compressor,15990,20700,22 
https://www.flipkart.com/lg-185-l-direct-cool-single-door-5-star-refrigerator-base-drawer-smart-inverter-compressor-fast-ice-making/p/itmb63c41ba73d29?pid=RFRGHMVYEGSA9XTT&lid=LSTRFRGHMVYEGSA9XTTHMQO8T&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_39&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGHMVYEGSA9XTT.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...",4.5,17869,1204,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,17690,22699,22 
https://www.flipkart.com/lg-272-l-frost-free-double-door-3-star-convertible-refrigerator-inverter-compressor-express-freeze-multi-air-flow/p/itm88296ff697724?pid=RFRGHUH5MUXYUMZV&lid=LSTRFRGHUH5MUXYUMZVOAHK9Z&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_40&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGHUH5MUXYUMZV.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,"LG 272 L Frost Free Double Door 3 Star Convertible Refrigerator  with Inverter Compressor, Express Fre...",4.2,559,45,Smart Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,29990,42899,30 
https://www.flipkart.com/panasonic-237-l-frost-free-double-door-3-star-refrigerator/p/itmd4165bd67eb2a?pid=RFRGHYF77FJDFQ76&lid=LSTRFRGHYF77FJDFQ76AR9CEZ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_41&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_rBLxqt5PXq3irdVRTdaWFFbWiYE18x-R9aeTfuz3Gx6fAk2ncVGamZL7rJdvgSgMmUyv2pLV9E9bqFUZ20-mNQ%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Panasonic 237 L Frost Free Double Door 3 Star Refrigerator,4.4,31,1,Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years on Compressor,24990,34100,26 
https://www.flipkart.com/godrej-180-l-direct-cool-single-door-5-star-refrigerator-jumbo-vegetable-tray-faster-cooling-ice-making/p/itmf61433a1914c1?pid=RFRGSZABE55UYAFQ&lid=LSTRFRGSZABE55UYAFQ6EXVPW&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_42&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_rBLxqt5PXq3irdVRTdaWFFbWiYE18x-R9aeTfuz3Gx7Ky_pXMOfxjkokdeAYc_7BeYl3jaA-5TqwXK9CDH-CWQ%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 180 L Direct Cool Single Door 5 Star Refrigerator  with Jumbo Vegetable Tray With Faster Coolin...,4.5,163,13,Fixed Speed Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,15490,19990,22 
https://www.flipkart.com/haier-190-l-direct-cool-single-door-3-star-refrigerator-1-hour-icing-technologytoughned-glass-shelflarge-vegetable-box/p/itm703239f29ff58?pid=RFRGHQAF6CKZG8G6&lid=LSTRFRGHQAF6CKZG8G6NSTOFM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_43&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGHQAF6CKZG8G6.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 190 L Direct Cool Single Door 3 Star Refrigerator  with 1 Hour Icing TechnologyToughned Glass Sh...,4.3,1076,78,Normal Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,14999,19990,24 
https://www.flipkart.com/whirlpool-235-l-frost-free-double-door-2-star-refrigerator/p/itm7b929574f3d9c?pid=RFRGY9CTAEDEXJNP&lid=LSTRFRGY9CTAEDEXJNPPUWTWM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_44&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGY9CTAEDEXJNP.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 235 L Frost Free Double Door 2 Star Refrigerator,4.3,6285,544,Reciprocating Compressor,Yes,1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,23590,30450,22 
https://www.flipkart.com/samsung-189-l-direct-cool-single-door-5-star-refrigerator-base-drawer-digital-inverter/p/itm0989ee11525f6?pid=RFRGW5UP9EGDGBXV&lid=LSTRFRGW5UP9EGDGBXVYUX2ES&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_45&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRGW5UP9EGDGBXV.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 189 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digital Inverter,4.5,12060,819,Digital Inverter Compressor,Yes,"1 year comprehensive warranty on the product, 20 years on compressor by the brand.",18190,21999,17 
https://www.flipkart.com/marq-flipkart-183-l-direct-cool-single-door-2-star-refrigerator/p/itmb788d845701a3?pid=RFRH4KRUFGA9WFFZ&lid=LSTRFRH4KRUFGA9WFFZXKBXSQ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_46&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49e8883c-39cd-48e4-82dc-7561e0a8f716.RFRH4KRUFGA9WFFZ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,MarQ by Flipkart 183 L Direct Cool Single Door 2 Star Refrigerator,4.2,4576,497,Reciprocating Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,11490,19990,42 
https://www.flipkart.com/whirlpool-184-l-direct-cool-single-door-2-star-refrigerator/p/itm50a9b1002b6f1?pid=RFRGHRHHUSCP4YWG&lid=LSTRFRGHRHHUSCP4YWGNNOCSF&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_2_47&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_rBLxqt5PXq3irdVRTdaWFFbWiYE18x-R9aeTfuz3Gx4tG8oz2E-LVbhCsDKP3FcKYNPscdwuy2fj-0EOSYnWBw%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,4.3,13478,743,1 Year on Product and 10 Years on Compressor from Whirlpool,Yes,1 Year on Product and 10 Years on Compressor from Whirlpool,12990,15400,15 
https://www.flipkart.com/haier-190-l-direct-cool-single-door-5-star-refrigerator-toughned-glass-shelflarge-vegetable-box/p/itm703239f29ff58?pid=RFRGHQAF3MDN7YQZ&lid=LSTRFRGHQAF3MDN7YQZQ2N7WD&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_49&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRGHQAF3MDN7YQZ.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 190 L Direct Cool Single Door 5 Star Refrigerator  with Toughned Glass ShelfLarge Vegetable Box,4.4,15622,1209,Normal Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,15990,22490,28 
https://www.flipkart.com/godrej-223-l-frost-free-double-door-3-star-convertible-refrigerator-freezer-95-food-surface-disinfection/p/itmf2825a3d165bb?pid=RFRGMXXSTUNTJT6Q&lid=LSTRFRGMXXSTUNTJT6Q64VRUL&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_50&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRGMXXSTUNTJT6Q.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 223 L Frost Free Double Door 3 Star Convertible Refrigerator  with Freezer 95%+ Food Surface Di...,4.2,2342,186,Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,22490,35290,36 
https://www.flipkart.com/godrej-308-l-frost-free-double-door-2-star-refrigerator-convertible-4-in-1-95-food-surface-disinfection/p/itm3856628812a5e?pid=RFRHFZTZFJCUW62G&lid=LSTRFRHFZTZFJCUW62GXBU8JB&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_51&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_jfIe_23e6WKNcIXTp_ruISRpbO4ofXXO3Gr3cO_GxYC8mlVzB0vruffFHYS2rCjXftppFdpQBny_gQzMJUEaVw%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 308 L Frost Free Double Door 2 Star Refrigerator  with Convertible 4-In-1 Refrigerator With 95%...,4.2,199,19,Inverter compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32490,50690,35 
https://www.flipkart.com/godrej-234-l-direct-cool-single-door-5-star-refrigerator-base-drawer-energy-efficient-inverter-compressor/p/itm074dcc6c6e0e1?pid=RFRGMGZZQA79JQZ4&lid=LSTRFRGMGZZQA79JQZ4CTYM4U&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_52&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_jfIe_23e6WKNcIXTp_ruISRpbO4ofXXO3Gr3cO_GxYCQOJy-rOU6_eVHrIBetQIsQDE3w3mwzCurTpouFwMyAw%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 234 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Energy Efficient Inver...,4.3,4300,375,Inverter Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,19890,24000,17 
https://www.flipkart.com/realme-techlife-183-l-direct-cool-single-door-4-star-refrigerator/p/itm7f97b22c818d4?pid=RFRH4EGHVYVXENBD&lid=LSTRFRH4EGHVYVXENBDTQFFPU&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_53&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRH4EGHVYVXENBD.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,realme TechLife 183 L Direct Cool Single Door 4 Star Refrigerator,4.2,1667,225,Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,13290,25990,48 
https://www.flipkart.com/realme-techlife-233-l-frost-free-double-door-2-star-refrigerator-silver-ion-technology/p/itmf03c87cfce8df?pid=RFRH3FV8XZBZJESA&lid=LSTRFRH3FV8XZBZJESAUXD1LI&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_54&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRH3FV8XZBZJESA.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,realme TechLife 233 L Frost Free Double Door 2 Star Refrigerator  with Silver Ion Technology,4.4,144,23,Inverter Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,18990,34990,45 
https://www.flipkart.com/godrej-180-l-direct-cool-single-door-2-star-refrigerator-jumbo-vegetable-tray-wide-shelf-space/p/itmc2b5e13b2c2f8?pid=RFRGHRGHY2DYW3ES&lid=LSTRFRGHRGHY2DYW3ESH9LEQH&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_55&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRGHRGHY2DYW3ES.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 180 L Direct Cool Single Door 2 Star Refrigerator  with Jumbo Vegetable Tray And Wide Shelf Spa...,4.3,8331,443,Reciprocatory Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,12390,16790,26 
https://www.flipkart.com/voltas-beko-183-l-direct-cool-single-door-4-star-refrigerator/p/itmee0242f3df1c2?pid=RFRHFRNF5KKZXJUK&lid=LSTRFRHFRNF5KKZXJUKTW0ZAZ&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_56&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRHFRNF5KKZXJUK.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko 183 L Direct Cool Single Door 4 Star Refrigerator,4.4,5196,421,Reciprocating Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Compressor Warranty,14990,25890,42 
https://www.flipkart.com/godrej-194-l-direct-cool-single-door-5-star-refrigerator-inverter-turbo-cooling-technology-ensuring-faster/p/itm90fb485767292?pid=RFRH78J5F6ZHAEBZ&lid=LSTRFRH78J5F6ZHAEBZ9WL83V&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_57&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_jfIe_23e6WKNcIXTp_ruISRpbO4ofXXO3Gr3cO_GxYCyL-qXQ3a8NL7s53dMs3X0OHifclSmFJu4X-QHavRYLg%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 194 L Direct Cool Single Door 5 Star Refrigerator  with With Inverter & Turbo Cooling Technolog...,4.5,98,9,Fixed Speed Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty  on Compressor,16490,25990,36 
https://www.flipkart.com/panasonic-357-l-frost-free-double-door-2-star-refrigerator/p/itm2cef26df3b948?pid=RFRGSC67YQAMMEFV&lid=LSTRFRGSC67YQAMMEFV4QKYQU&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_58&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_jfIe_23e6WKNcIXTp_ruISRpbO4ofXXO3Gr3cO_GxYClI2gjb0sU45Hmmz7yK_xpuYHRvoDqZ6GC46NmyBL8yvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Panasonic 357 L Frost Free Double Door 2 Star Refrigerator,4.3,63,14,Inverter Compressor,Yes,2 Years Comprehensive Warranty on Product and 10 Years Warranty on Compressor,48990,77490,36 
https://www.flipkart.com/voltas-beko-208-l-direct-cool-single-door-3-star-refrigerator-base-drawer/p/itmee0242f3df1c2?pid=RFRGXY38GTNEEBBS&lid=LSTRFRGXY38GTNEEBBSDE4OGB&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_59&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRGXY38GTNEEBBS.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Voltas Beko 208 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,4.4,5196,421,Reciprocating Compressor,Yes,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,15990,25490,37 
https://www.flipkart.com/samsung-236-l-frost-free-double-door-3-star-refrigerator-digital-inverter/p/itmebd442b9443a6?pid=RFRGPHMKJCBXQTK7&lid=LSTRFRGPHMKJCBXQTK7CSYSMK&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_60&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRGPHMKJCBXQTK7.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,SAMSUNG 236 L Frost Free Double Door 3 Star Refrigerator  with Digital Inverter,4.3,16226,1065,Digital Inverter Compressor,Yes,"1 year comprehensive warranty on the product, 20 years on compressor by the brand.",25490,37990,32 
https://www.flipkart.com/godrej-244-l-frost-free-double-door-2-star-refrigerator-wood-finish-advanced-inverter-technology/p/itm6d99e18e82705?pid=RFRGYXUZEEGUBHUK&lid=LSTRFRGYXUZEEGUBHUK26263Q&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_61&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_jfIe_23e6WKNcIXTp_ruISRpbO4ofXXO3Gr3cO_GxYCGsZH15rZ5uEgNDAujxfDKjYc9OOS6i14EO9KoGEAsdA%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Godrej 244 L Frost Free Double Door 2 Star Refrigerator  with Wood Finish and Advanced Inverter Techno...,4.3,254,22,Inverter Compressor,Yes,2 Years Comprehensive Warranty on Product and 10 Years Warranty on Compressor,23990,34990,31 
https://www.flipkart.com/whirlpool-184-l-direct-cool-single-door-3-star-refrigerator/p/itm3a6e6a531ff4a?pid=RFRGHRHHT8BAQY4J&lid=LSTRFRGHRHHT8BAQY4JNYB7AA&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_62&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_jfIe_23e6WKNcIXTp_ruISRpbO4ofXXO3Gr3cO_GxYA6LFr90HzjCkWHRSD6VRZhMa9hTlSm2Q2BiBJ0cCgNhw%3D%3D&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator,4.3,19088,1179,Normal Compressor,N/A,1 Year Warranty on Product and 10 Years Warranty on Compressor,14990,18150,17 
https://www.flipkart.com/haier-240-l-frost-free-double-door-2-star-refrigerator/p/itm41f2e82d001d6?pid=RFRGHQAF3SZBHGX5&lid=LSTRFRGHQAF3SZBHGX5GW2AKM&marketplace=FLIPKART&q=refrigerator&store=j9e%2Fabm%2Fhzg&srno=s_3_63&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=1627a0bc-6600-427c-818e-b0d0ccfc4aa7.RFRGHQAF3SZBHGX5.SEARCH&ppt=sp&ppn=sp&ssid=9km32ay5io0000001739015887612&qH=945c050322f005b6,Haier 240 L Frost Free Double Door 2 Star Refrigerator,4.3,3684,336,Normal Compressor,Yes,1 Year Warranty on Product and 10 Years Warranty on Compressor,21790,29990,27 
