Product URL,Name,Rating,Number of Ratings,Number of Reviews,Power Usage (W),Room Size (sqft),Warranty,Price (₹),Original Price (₹),Discount (%)
https://www.flipkart.com/lg-2025-mode-ai-convertible-6-in-1-1-5-ton-3-star-split-dual-inverter-faster-cooling-energy-saving-viraat-diet-plus-ac-white/p/itm5d38061f6a915?pid=ACNH7SB8HTAJF85N&lid=LSTACNH7SB8HTAJF85NANM1L2&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_1&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej1fx6KeAnAsfBGwvA7RC5XpOmUyC81jq_vO4VZaoGhv0_UFjCTyOHoHZs-Z5_PS_w0%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,LG 2025 Mode AI Convertible 6-in-1 1.5 Ton 3 Star Split AI Dual Inverter with Faster Cooling and Energ...,4.1,41259,3662,852.44 kWh,111 - 150 sqft,"1 Year Warranty on Product,  5 Years on PCB and 10 Years on Compressor with Gas Charging",37690,78990,52 
https://www.flipkart.com/lg-ai-convertible-6-in-1-cooling-2024-model-1-5-ton-3-star-split-dual-inverter-hd-filter-anti-virus-protection-viraat-mode-diet-mode-adc-sensor-ac-white/p/itm1aaacb6452e5a?pid=ACNGX677RWXAXJRX&lid=LSTACNGX677RWXAXJRXINO67L&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_2&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej03Y3OpOvFpGOZQFhgBzFX1ZYmQI-pmy7Reh8HPtBr2DfUFjCTyOHoHZs-Z5_PS_w0%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,LG AI Convertible 6-in-1 Cooling 2024 Model 1.5 Ton 3 Star Split Dual Inverter HD Filter with Anti-Vir...,4.1,41259,3662,852.44 kWh,111 - 150 sqft,"1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",36990,78990,53 
https://www.flipkart.com/marq-flipkart-0-75-ton-3-star-split-inverter-4-in-1-convertible-turbo-cool-technology-ac-white/p/itm5858050ed6e4f?pid=ACNH5HU3ZNYXDCZU&lid=LSTACNH5HU3ZNYXDCZU2KPLWG&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_3&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNH5HU3ZNYXDCZU.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,MarQ by Flipkart 0.75 Ton 3 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology AC  - Wh...,4.1,3441,348,553.16 kWh,90 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor,20990,46499,54 
https://www.flipkart.com/blue-star-2024-model-1-5-ton-3-split-inverter-ac-white/p/itmab0b8332e257e?pid=ACNGZ3J6PHWGDDWH&lid=LSTACNGZ3J6PHWGDDWHHBJFGC&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_4&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNGZ3J6PHWGDDWH.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Blue Star 2024 Model 1.5 Ton 3 Star Split Inverter AC  - White,4,4312,287,1006.84 kWh,111 - 150 sqft,N/A,35990,61250,41 
https://www.flipkart.com/godrej-5-in-1-convertible-cooling-1-4-ton-3-star-split-inverter-heavy-duty-extreme-temperature-ac-white/p/itm935811313e57a?pid=ACNH43D6EZCGYYPM&lid=LSTACNH43D6EZCGYYPMO2IK5P&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_5&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNH43D6EZCGYYPM.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Godrej 5-In-1-Convertible Cooling 1.4 Ton 3 Star Split Inverter Heavy Duty Cooling At Extreme Temperat...,4,10558,788,905.88 kWh,111 - 150 sqft,"5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",29990,43900,31 
https://www.flipkart.com/blue-star-2025-model-1-5-ton-5-split-inverter-ac-wi-fi-connect-white/p/itm5b7e21b278717?pid=ACNH7C2HKZSJGHFZ&lid=LSTACNH7C2HKZSJGHFZ4UOWDM&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&spotlightTagId=TrendingId_j9e%2Fabm%2Fc54&srno=s_1_6&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNH7C2HKZSJGHFZ.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Blue Star 2025 Model 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4.3,71,9,783.33 kWh,111 - 150 sqft,N/A,43990,75000,41 
https://www.flipkart.com/blue-star-2024-model-0-8-ton-3-split-inverter-ac-white/p/itm0addbca1ef446?pid=ACNGZ5J4GY4WBBSN&lid=LSTACNGZ5J4GY4WBBSNGTJBUF&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_7&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNGZ5J4GY4WBBSN.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Blue Star 2024 Model 0.8 Ton 3 Star Split Inverter AC  - White,4,5601,468,544.39 kWh,90 sqft,N/A,27990,42500,34 
https://www.flipkart.com/marq-flipkart-2025-1-ton-5-star-split-inverter-5-in-1-convertible-turbo-cool-technology-ac-white/p/itmfd8dfe14ce4f5?pid=ACNH76Z3Q6TDP42V&lid=LSTACNH76Z3Q6TDP42VIQMZD2&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_8&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej35Ic_AEUfRBaAFpjeOH6m8QL8sU6TiRXjUbCl5bSs0jX3Gaq_wzx4HJysDmGalzMk%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,MarQ by Flipkart 2025 1 Ton 5 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technology AC  - ...,4.3,3,0,526.8 kWh,90 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor,28990,52999,45 
https://www.flipkart.com/daikin-0-8-ton-3-star-split-ac-white/p/itm4c8aa47c133db?pid=ACNH4GWQHXG4HQUX&lid=LSTACNH4GWQHXG4HQUXAUTSYN&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_9&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNH4GWQHXG4HQUX.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Daikin 0.8 Ton 3 Star Split AC  - White,4.2,15432,1177,574.39 kWh,90 sqft,1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,26990,38100,29 
https://www.flipkart.com/samsung-2025-model-bespoke-ai-5-step-convertible-1-5-ton-3-star-split-inverter-powerful-cooling-energy-saving-120-expandable-ac-wi-fi-connect-white/p/itm5c1ad82bd595b?pid=ACNH7SAPGZZCDTDN&lid=LSTACNH7SAPGZZCDTDNZIXUB4&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_10&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNH7SAPGZZCDTDN.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,"SAMSUNG 2025 Model Bespoke AI, 5 Step Convertible 1.5 Ton 3 Star Split Inverter with Powerful cooling ...",4.2,10384,1061,852.47 kWh,111 - 150 sqft,"5 year comprehensive warranty on product, 10 years on compressor",36490,56990,35 
https://www.flipkart.com/lg-2025-mode-ai-plus-convertible-6-in-1-1-5-ton-5-star-split-dual-inverter-energy-manger-plus-wi-fi-voice-control-himclean-4-way-viraat-diet-ac-wi-fi-connect-white/p/itm643d150b323bb?pid=ACNH7SP5ZX8DXZXE&lid=LSTACNH7SP5ZX8DXZXELBPECM&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_11&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej0a1FXhRnWdQy1-gJrsM9XLi2X0Xqmai9x_BRZLzuHGhmaRs4JL222ZRV-dN99QnxU%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,"LG 2025 Mode AI Plus Convertible 6-in-1 1.5 Ton 5 Star Split AI Dual Inverter with Energy Manger Plus,...",4,5006,398,744.54 kWh,111 - 150 sqft,"1 Year warranty on product, 5 Years on PCB and Motor, and 10 Years on compressor with gas charging (T&C apply)",48990,91990,46 
https://www.flipkart.com/samsung-2025-model-5-step-convertible-1-ton-3-star-split-inverter-powerful-cooling-energy-saving-120-expandable-ac-white/p/itm5c1ad82bd595b?pid=ACNH7SAPGVPGPJNG&lid=LSTACNH7SAPGVPGPJNGBU5BAF&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_12&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej2cMoDXdAK3q5zZpacwur6xeH8_0N4SBlHbJo5q1-nZmK8iqbiwhGf4dwbXVx7ZSks%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,SAMSUNG 2025 Model 5 Step Convertible 1 Ton 3 Star Split Inverter with Powerful cooling & Energy savin...,4.2,10384,1061,626.62 kWh,90 sqft,"5 year comprehensive warranty on product, 10 years on compressor",31990,53490,40 
https://www.flipkart.com/voltas-1-5-ton-3-star-split-inverter-ac-white/p/itmee86accb4f614?pid=ACNGYPU5FPG9ZSJM&lid=LSTACNGYPU5FPG9ZSJM4BCAYM&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&spotlightTagId=FkPickId_j9e%2Fabm%2Fc54&srno=s_1_13&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNGYPU5FPG9ZSJM.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,4,17572,889,975.26 kWh,111 - 150 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor,33990,62990,46 
https://www.flipkart.com/godrej-5-in-1-convertible-cooling-2024-model-1-5-ton-3-star-split-inverter-heavy-duty-extreme-temperature-ac-white/p/itmd5efd8d1ef030?pid=ACNHFAA4RZGFDABF&lid=LSTACNHFAA4RZGFDABFOINJ2W&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_14&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej0lvKBlQc8TeMx19vHdSYc9--zRU9UpUjQh6GrTH9Z-kB7zrT4gkWAkPCdPBnPCejA%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Godrej 5-In-1 Convertible Cooling 2024 Model 1.5 Ton 3 Star Split Inverter Heavy Duty Cooling at Extre...,4,2163,136,966.34 kWh,111 - 150 sqft,"5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",32490,45900,29 
https://www.flipkart.com/panasonic-7-1-convertible-true-ai-mode-1-5-ton-3-star-split-inverter-ac-wi-fi-connect-white/p/itm8db3b61a7a0b2?pid=ACNGXYZYWHQVSGZT&lid=LSTACNGXYZYWHQVSGZTAPYPXZ&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_15&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNGXYZYWHQVSGZT.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - ...,4.1,25623,2570,1002.31 kWh,111 - 150 sqft,"1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",36990,55400,33 
https://www.flipkart.com/realme-techlife-1-5-ton-5-star-split-inverter-ac-wi-fi-connect-white/p/itm6a8582ab51f7a?pid=ACNGX7UFVAZGCVZG&lid=LSTACNGX7UFVAZGCVZGOBWT3K&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_16&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNGX7UFVAZGCVZG.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,realme TechLife 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,4.1,1642,208,767.34 kWh,111 - 150 sqft,1 Year Warranty on Product and 10 Years on Compressor,32999,65999,50 
https://www.flipkart.com/haier-1-ton-3-star-split-triple-inverter-ac-wi-fi-connect-white/p/itm6fb338fdc9c31?pid=ACNH7ZG6S45HTFZA&lid=LSTACNH7ZG6S45HTFZAULXXRJ&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_17&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej0fFV5nWKJ8xQolZvTyEryj2DzTTuyDgeCWlYeCnQT3-csrgPW5YLzJU0_H6_RHKR0%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Haier 1 Ton 3 Star Split Triple Inverter AC with Wi-fi Connect  - White,N/A,N/A,N/A,697.66 kWh,90 sqft,5 Years on the Product and 12 Years Warranty on the Compressor (1-Year Warranty Card in the box + 4-Year Promotional Warranty Post-installation). Installation by Haier/authorized Centers & 2 Maintenance Services (paid) Yearly is Mandatory. T&C apply; Excludes Gas/Plastic Parts,32990,60500,45 
https://www.flipkart.com/godrej-5-in-1-convertible-cooling-2024-model-0-8-ton-3-star-split-inverter-heavy-duty-extreme-temperature-ac-white/p/itm87c4661cdae13?pid=ACNH27HJVZMKYBHG&lid=LSTACNH27HJVZMKYBHGMKPXS5&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_18&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej0Vh2BfQJx5d4JitSUYMUPrRZo8Vjtr0q5dn5Rz3MvGemJMZAJirnjvZRqZ0WhE16A%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Godrej 5-In-1 Convertible Cooling 2024 Model 0.8 Ton 3 Star Split Inverter Heavy Duty Cooling at Extre...,4,4208,330,513.39 kWh,90 sqft,"5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",26990,40900,34 
https://www.flipkart.com/blue-star-2024-model-1-3-ton-3-split-inverter-ac-white/p/itmcf6e77e0330f4?pid=ACNGNFYFD3F2MZJG&lid=LSTACNGNFYFD3F2MZJGVM1FJY&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_19&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNGNFYFD3F2MZJG.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Blue Star 2024 Model 1.3 Ton 3 Star Split Inverter AC  - White,4,5601,468,865.48 kWh,111 - 150 sqft,"1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",33490,57500,41 
https://www.flipkart.com/carrier-2024-model-ai-flexicool-convertible-6-in-1-cooling-1-5-ton-3-star-split-inverter-dual-filtration-hd-auto-cleanser-ac-pm-2-5-filter-white/p/itmcdb23b08ab555?pid=ACNGX9ZHMCYGZSXH&lid=LSTACNGX9ZHMCYGZSXHKVHN3H&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_20&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNGX9ZHMCYGZSXH.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,CARRIER 2024 Model AI Flexicool Convertible 6-in-1 Cooling 1.5 Ton 3 Star Split Inverter Dual Filtrati...,4,15149,1265,964.1 kWh,111 - 150 sqft,"1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",34990,67790,48 
https://www.flipkart.com/godrej-5-in-1-convertible-2024-model-1-5-ton-5-star-split-inverter-heavy-duty-cooling-extreme-temperature-ac-white/p/itm22254bbefbc1d?pid=ACNGYKCDQWYSX27Z&lid=LSTACNGYKCDQWYSX27ZIFGXEY&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_21&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej2K1f7dXEA-gZjdxl6p6D9DJ5K01eL0uU9NHDEh6Z9ETyqhaHrzSI4OjvZa1DRoeKc%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Godrej 5-In-1 Convertible 2024 Model 1.5 Ton 5 Star Split Inverter With Heavy Duty Cooling at Extreme ...,4,10558,788,728.37 kWh,111 - 150 sqft,"5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",38490,54900,29 
https://www.flipkart.com/haier-1-5-ton-3-star-split-dual-inverter-ac-silver/p/itme38c70d5199f2?pid=ACNH7ZG6H7GKZWGU&lid=LSTACNH7ZG6H7GKZWGUHVV5CT&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_22&otracker=search&otracker1=search&iid=en_7bVdApK1uqJXSI-8c5noTj1n1FOXTIasZoY34xlgej2NCXVzzjQg2rt0GhLMfMe6lEdMdLKydqipAqOwzwIT7dmEaX_1OVaDgohoY5ZV-y8%3D&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Haier 1.5 Ton 3 Star Split Dual Inverter AC  - Silver,4,60,3,1029.15 kWh,111 - 150 sqft,5 Years on the Product and 12 Years Warranty on the Compressor (1-Year Warranty Card in the box + 4-Year Promotional Warranty Post-installation). Installation by Haier/authorized Centers & 2 Maintenance Services (paid) Yearly is Mandatory. T&C apply; Excludes Gas/Plastic Parts,36290,66000,45 
https://www.flipkart.com/marq-flipkart-2025-1-ton-3-star-split-inverter-5-in-1-convertible-turbo-cool-technology-ac-white/p/itm3daa30983a95b?pid=ACNH76Z3NGGBQHFZ&lid=LSTACNH76Z3NGGBQHFZMXWQCB&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_23&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNH76Z3NGGBQHFZ.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,MarQ by Flipkart 2025 1 Ton 3 Star Split Inverter 5-in-1 Convertible with Turbo Cool Technology AC  - ...,4.1,3441,348,684.9 kWh,90 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor,23990,48999,51 
https://www.flipkart.com/lg-2025-mode-ai-convertible-6-in-1-1-5-ton-5-star-split-dual-inverter-faster-cooling-energy-saving-4-way-air-swing-viraat-diet-plus-ac-white/p/itm5d38061f6a915?pid=ACNH7SB8EYTBFD2A&lid=LSTACNH7SB8EYTBFD2AAOI9Y0&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_1_24&otracker=search&otracker1=search&iid=49f17a58-8a6e-4348-a9c8-b232d8430c51.ACNH7SB8EYTBFD2A.SEARCH&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,LG 2025 Mode AI Convertible 6-in-1 1.5 Ton 5 Star Split AI Dual Inverter with Faster Cooling and Energ...,4,5006,398,744.54 kWh,111 - 150 sqft,"1 Year Warranty on Product,  5 Years on PCB and 10 Years on Compressor with Gas Charging",46990,85990,45 
https://www.flipkart.com/onida-5-in-1-convertible-cooling-1-5-ton-3-star-split-inverter-deep-cleaning-ac-white/p/itmf5b57166fffe6?pid=ACNGY3SHPHCETKAS&lid=LSTACNGY3SHPHCETKASOX3K8R&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_25&otracker=search&otracker1=search&fm=Search&iid=aac1a8f1-fdfd-402d-a3dd-1964efaceb1c.ACNGY3SHPHCETKAS.SEARCH&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,ONIDA 5-in-1 Convertible Cooling 1.5 Ton 3 Star Split Inverter With Deep Cleaning AC  - White,4.1,7532,854,952.59 kWh,111 - 150 sqft,1 Year Warranty on Product and 5 Years Warranty on Compressor,29990,46900,36 
https://www.flipkart.com/marq-flipkart-0-75-ton-3-star-split-dual-inverter-4-in-1-convertible-turbo-cool-technology-ac-white/p/itm5858050ed6e4f?pid=ACNH3WMQGGKUMXWP&lid=LSTACNH3WMQGGKUMXWP7UHFAP&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_26&otracker=search&otracker1=search&fm=Search&iid=aac1a8f1-fdfd-402d-a3dd-1964efaceb1c.ACNH3WMQGGKUMXWP.SEARCH&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,MarQ by Flipkart 0.75 Ton 3 Star Split Dual Inverter 4-in-1 Convertible with Turbo Cool Technology AC ...,4.1,3441,348,553.16 kWh,90 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor,20990,44449,52 
https://www.flipkart.com/godrej-5-in-1-convertible-2024-model-1-5-ton-4-star-split-inverter-way-air-swing-heavy-duty-cooling-extreme-temperature-ac-white/p/itm1d55bc7aa1c4c?pid=ACNGYWSEF847MT4Z&lid=LSTACNGYWSEF847MT4ZMSBNUH&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_27&otracker=search&otracker1=search&fm=Search&iid=en_YUftAmLAR6ALB0Fada4xSY47vCgiKOjLaD4NjAZsX1kVhGUv1FxmEOr42P6TqSd9nVW7_IVgV_g3N2zLkoecEU4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Godrej 5-In-1 Convertible 2024 Model 1.5 Ton 4 Star Split Inverter 4 Way Air Swing And Heavy Duty Cool...,4,6374,500,835.07 kWh,111 - 150 sqft,"5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",34490,49900,30 
https://www.flipkart.com/lloyd-1-ton-3-star-split-inverter-ac-white/p/itm2c5454bf72d11?pid=ACNGXQ7SUNMQCAYV&lid=LSTACNGXQ7SUNMQCAYVNSBPFC&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_28&otracker=search&otracker1=search&fm=Search&iid=en_YUftAmLAR6ALB0Fada4xSY47vCgiKOjLaD4NjAZsX1kBTqr7XGMUq0ZET9CKu5iEFrzEL2S1yEdpZN5FaDA_yIQEIsITtCzc4bHaOMTqL08%3D&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Lloyd 1 Ton 3 Star Split Inverter AC  - White,4.1,11439,1490,698.48 kWh,90 sqft,1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,30990,49990,38 
https://www.flipkart.com/marq-flipkart-2024-1-5-ton-5-star-split-inverter-4-in-1-convertible-turbo-cool-technology-ac-white/p/itmbd3f866b03c34?pid=ACNGX7UFUWGVQNVB&lid=LSTACNGX7UFUWGVQNVBMHW7KT&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_29&otracker=search&otracker1=search&fm=Search&iid=aac1a8f1-fdfd-402d-a3dd-1964efaceb1c.ACNGX7UFUWGVQNVB.SEARCH&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4-in-1 Convertible with Turbo Cool Technology AC  ...,4.1,13350,1399,767.34 kWh,111 - 150 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor,31990,59999,46 
https://www.flipkart.com/voltas-1-ton-3-star-split-inverter-ac-white/p/itmc797fe8166f6a?pid=ACNGHUNGTUQ9NQUY&lid=LSTACNGHUNGTUQ9NQUYRMZX5K&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=aac1a8f1-fdfd-402d-a3dd-1964efaceb1c.ACNGHUNGTUQ9NQUY.SEARCH&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.8,257,21,682.59 kWh,90 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor,30990,56990,45 
https://www.flipkart.com/godrej-5-in-1-convertible-cooling-2023-model-1-ton-3-star-split-inverter-i-sense-technology-blue-fin-anti-corrosive-coating-ac-white/p/itm82f90a15730be?pid=ACNGK96ZFHGYYGNG&lid=LSTACNGK96ZFHGYYGNGNFIDPC&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_31&otracker=search&otracker1=search&fm=Search&iid=en_YUftAmLAR6ALB0Fada4xSY47vCgiKOjLaD4NjAZsX1m-ykTTJ0z5pW48GZZFVyo7muwsDKBzJnN90jTUBjXaDfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,4,4208,330,694.03 kWh,90 sqft,"5 Years Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",28490,42900,33 
https://www.flipkart.com/daikin-2023-model-1-ton-3-star-split-inverter-ac-pm-2-5-filter-white/p/itm4d9c0889981a6?pid=ACNGFSYTHKTK6KEW&lid=LSTACNGFSYTHKTK6KEWNMDUTL&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_32&otracker=search&otracker1=search&fm=Search&iid=en_YUftAmLAR6ALB0Fada4xSY47vCgiKOjLaD4NjAZsX1nVAsBjTcdiXe_m1xkxmvRXLrKFZdSE5xj9NN2VwBa38Oo15S0a61Wzzbg3qNOknKY%3D&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,Daikin 2023 Model 1 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,4.2,15432,1177,680.4 kWh,90 sqft,1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),33490,48200,30 
https://www.flipkart.com/samsung-2025-model-5-step-convertible-1-ton-3-star-split-inverter-powerful-cooling-energy-saving-120-expandable-ac-white/p/itm5c1ad82bd595b?pid=ACNH7SAPGVPGPJNG&lid=LSTACNH7SAPGVPGPJNGBU5BAF&marketplace=FLIPKART&q=ac&store=j9e%2Fabm%2Fc54&srno=s_2_33&otracker=search&otracker1=search&fm=Search&iid=aac1a8f1-fdfd-402d-a3dd-1964efaceb1c.ACNH7SAPGVPGPJNG.SEARCH&ppt=sp&ppn=sp&ssid=7x7dykenxs0000001739016543978&qH=e2075474294983e0,SAMSUNG 2025 Model 5 Step Convertible 1 Ton 3 Star Split Inverter with Powerful cooling & Energy savin...,4.2,10384,1061,626.62 kWh,90 sqft,"5 year comprehensive warranty on product, 10 years on compressor",31990,53490,40 
