Product URL,Name,Rating,Number of Ratings,Number of Reviews,Max Speed (RPM),Star Rating,In-Built Heater,Warranty,Price (₹),Original Price (₹),Discount (%)
https://www.flipkart.com/samsung-7-kg-5-star-ai-wi-fi-digital-inverter-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itm172f0f21c5c72?pid=WMNG87FQVRVSZ5DF&lid=LSTWMNG87FQVRVSZ5DFIDUBJF&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_110&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49854910-7a79-4681-be02-d52bc9b29097.WMNG87FQVRVSZ5DF.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"SAMSUNG 7 kg 5 Star, AI, Wi-Fi, Digital Inverter Fully Automatic Front Load Washing Machine with In-bu...",4.3,14737,1132,1200 RPM,5 Star,Yes,2 Years,29990,40000,25 
https://www.flipkart.com/godrej-7-kg-fabrisafe-drum-ai-tech-steam-wash-fully-automatic-front-load-washing-machine-in-built-heater-white/p/itm96c48f8a0aa1e?pid=WMNHYFY4TF3FQ6H3&lid=LSTWMNHYFY4TF3FQ6H3XMEZAI&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_111&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_R0Z-2r2cPKH9hiNPlaXouaNeN4iMPv1QH1vWPuslbK9GjvWuqwTPWuVOu_xn41qQdKyAazRoX2TKJjdOw-lxl_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Godrej 7 kg FabriSafe Drum, AI Tech With Steam Wash Fully Automatic Front Load Washing Machine with In...",4,497,56,1000 RPM,5 Star,Yes,2 Years,25390,46500,45 
https://www.flipkart.com/panasonic-7-kg-fully-automatic-front-load-washing-machine-in-built-heater-silver/p/itmebe514254bd4e?pid=WMNHYFPCJAKS5XBT&lid=LSTWMNHYFPCJAKS5XBTQC9IUB&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_112&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_R0Z-2r2cPKH9hiNPlaXouaNeN4iMPv1QH1vWPuslbK8W_4z76Ht7SczaesecLdhUD9vTLug_5ITMCb5KQptj9vcUmN_6PwCReg_VTM4VLxo%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Panasonic 7 kg Fully Automatic Front Load Washing Machine with In-built Heater Silver,4.4,57,9,1400 RPM,5 Star,Yes,2 Years,27490,36800,25 
https://www.flipkart.com/voltas-beko-8-5-kg-semi-automatic-top-load-washing-machine-maroon-white/p/itm02e2617f7b468?pid=WMNGXUHCC7AFG5UA&lid=LSTWMNGXUHCC7AFG5UA8NJKQL&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_113&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49854910-7a79-4681-be02-d52bc9b29097.WMNGXUHCC7AFG5UA.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Voltas Beko 8.5 kg Semi Automatic Top Load Washing Machine Maroon, White",4.3,13817,977,1350 RPM,5 Star,N/A,1 Years,10990,19990,45 
https://www.flipkart.com/lg-7-kg-5-star-inverter-direct-drive-technology-wi-fi-enabled-6-motion-dd-allergen-free-steam-fully-automatic-front-load-washing-machine-in-built-heater-blue-white/p/itmb247a0d5406ec?pid=WMNH5ZY2YZBU9DVT&lid=LSTWMNH5ZY2YZBU9DVTFDL6HR&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_114&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49854910-7a79-4681-be02-d52bc9b29097.WMNH5ZY2YZBU9DVT.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"LG 7 Kg 5 Star, Inverter Direct Drive Technology, Wi-Fi Enabled, 6 Motion DD, Allergen free with Steam...",4.4,519,38,1200 RPM,5 Star,Yes,2 Years,29990,45490,34 
https://www.flipkart.com/reliance-7-5-kg-washer-only-grey-black/p/itm16ae6a2dbaf68?pid=WMNH7PFPEE3MXZDA&lid=LSTWMNH7PFPEE3MXZDAHBJIPF&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_115&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49854910-7a79-4681-be02-d52bc9b29097.WMNH7PFPEE3MXZDA.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Reliance 7.5 kg Washer only Grey, Black",4.3,60,5,1350 RPM,N/A,N/A,1 Years,5499,8999,38 
https://www.flipkart.com/midea-6-5-kg-semi-automatic-top-load-washing-machine-maroon-white/p/itme7b554ec8b593?pid=WMNHFMFXNZMAXF5G&lid=LSTWMNHFMFXNZMAXF5GPFBIIY&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_116&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49854910-7a79-4681-be02-d52bc9b29097.WMNHFMFXNZMAXF5G.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Midea 6.5 kg Semi Automatic Top Load Washing Machine Maroon, White",4.5,73,11,1300 RPM,5 Star,N/A,2 Years,6990,9990,30 
https://www.flipkart.com/whirlpool-8-kg-steam-technology-5-star-inverter-100-tough-stains-6th-sense-soft-move-fully-automatic-front-load-washing-machine-in-built-heater-black/p/itmce854e18a4c6a?pid=WMNGYBFR4ZKD2DUT&lid=LSTWMNGYBFR4ZKD2DUTO5IJYO&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_117&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_R0Z-2r2cPKH9hiNPlaXouaNeN4iMPv1QH1vWPuslbK81btI_oP26zO0TDAYSQZ5Loz9RDG-EAHcYt8RnJVwTZvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Whirlpool 8 kg Steam Technology 5 Star Inverter 100+ Tough Stains, 6th Sense Soft Move Fully Automatic...",4.1,944,81,1400 RPM,5 Star,Yes,2 Years,30990,39700,21 
https://www.flipkart.com/godrej-8-kg-ai-tech-zero-pressure-0-02-mpa-technology-steel-drum-fully-automatic-top-load-washing-machine-grey-black/p/itm0b78e60d729b1?pid=WMNH2KRQGFFAGZMW&lid=LSTWMNH2KRQGFFAGZMWDK86HJ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_118&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_R0Z-2r2cPKH9hiNPlaXouaNeN4iMPv1QH1vWPuslbK-7sfMwfoQYYQH1JBYOt7SNQp-v06HALsSDwqmCoKLucqV8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Godrej 8 kg With AI Tech And Zero Pressure (0.02 MPa) Technology With Steel Drum Fully Automatic Top L...,4.1,3128,239,650 RPM,5 Star,N/A,2 Years,17990,33000,45 
https://www.flipkart.com/voltas-beko-tata-product-12-kg-anti-allergen-hygiene-boost-washing-machine-fast-dry-water-proof-ipx4-panel-semi-automatic-top-load-maroon-white/p/itm1ad007c02e5aa?pid=WMNGHAWGYWUNVZJ2&lid=LSTWMNGHAWGYWUNVZJ2Y5UI0E&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_5_119&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=49854910-7a79-4681-be02-d52bc9b29097.WMNGHAWGYWUNVZJ2.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Voltas Beko by A Tata Product 12 kg A Tata Product Anti-allergen Hygiene Boost Washing Machine with Fa...,4.3,13817,977,1350 RPM,5 Star,N/A,2 Years,14990,20990,28 
https://www.flipkart.com/panasonic-8-kg-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itm0fe98af0b06ea?pid=WMNGYJ9ZRPZWRGEU&lid=LSTWMNGYJ9ZRPZWRGEUQ8P4AL&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_121&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBNTudjxcpy7BsODLUZRmtFaA7PwHwB7lgK8EPWdqRReiU4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Panasonic 8 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,4.3,12354,1275,702 RPM,5 Star,Yes,2 Years,19990,24900,19 
https://www.flipkart.com/godrej-9-kg-5-star-ai-tech-steam-wash-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itm0e161a174a468?pid=WMNH2KRQA4GGRVSE&lid=LSTWMNH2KRQA4GGRVSE8GCZIH&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_122&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBP2j1_D6wmIlGE_XXrT5s39COfywgznqjMN_j0jmQUJHvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Godrej 9 kg 5 Star, AI Tech, Steam Wash Fully Automatic Front Load Washing Machine with In-built Heate...",4,497,56,1400 RPM,5 Star,Yes,4 Years,30990,58499,47 
https://www.flipkart.com/thomson-8-kg-5-star-aqua-magic-semi-automatic-top-load-washing-machine-black/p/itm7303ffb5dedf9?pid=WMNGSGK4JGHCNTWD&lid=LSTWMNGSGK4JGHCNTWDW9N6GZ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_123&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGSGK4JGHCNTWD.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Thomson 8 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black,4.1,18983,1669,1400 RPM,5 Star,N/A,2 Years,8499,11499,26 
https://www.flipkart.com/marq-flipkart-7-5-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-maroon-white/p/itm790b571255834?pid=WMNGYHCXGXBM8Z3P&lid=LSTWMNGYHCXGXBM8Z3PNEERSM&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_124&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGYHCXGXBM8Z3P.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"MarQ by Flipkart 7.5 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine Maroon, W...",4.3,53841,5469,1350 RPM,5 Star,N/A,2 Years,8190,14990,45 
https://www.flipkart.com/onida-7-kg-washer-only-white-maroon/p/itmfb5qhnphbykhc?pid=WMNEW5ZTY6V5BFYR&lid=LSTWMNEW5ZTY6V5BFYR7SEF7B&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_125&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNEW5ZTY6V5BFYR.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"ONIDA 7 kg Washer only White, Maroon",4.2,28754,3114,780 RPM,N/A,N/A,1 Years,5857,6690,12 
https://www.flipkart.com/thomson-11-kg-5-star-aqua-magic-double-waterfall-semi-automatic-top-load-washing-machine-black-grey/p/itm35fa38b1dc813?pid=WMNGZYAZZPDEQCJV&lid=LSTWMNGZYAZZPDEQCJVGMDIEB&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_126&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGZYAZZPDEQCJV.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Thomson 11 kg 5 Star Aqua Magic Double Waterfall Semi Automatic Top Load Washing Machine Black, Grey",4.1,18983,1669,1400 RPM,N/A,N/A,2 Years,11990,16499,27 
https://www.flipkart.com/samsung-9-kg-5-star-ai-control-super-speed-wi-fi-hygiene-steam-digital-inverter-fully-automatic-front-load-washing-machine-in-built-heater-grey/p/itm6c8a617aef39c?pid=WMNH83VRQUKUE6ZC&lid=LSTWMNH83VRQUKUE6ZCHUYLJW&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_127&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBNQ4wweMHPXqW6D6y_ZqP9TJi0MYzTfCOSZR4u_GNe9G_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"SAMSUNG 9 kg 5 star, AI Control, Super Speed, Wi-Fi, Hygiene Steam and Digital Inverter Fully Automati...",4.3,14737,1132,1400 RPM,5 Star,Yes,2 Years,39990,57990,31 
https://www.flipkart.com/lloyd-8-5-kg-fully-automatic-top-load-washing-machine-in-built-heater-brown-black/p/itme506283bbc467?pid=WMNH6XFZCAUFVZXB&lid=LSTWMNH6XFZCAUFVZXBUVWSKP&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_128&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBP-z9k8MVgMP0TJITn2UV2RSnu5LIDWQbQroeCFiascSOo15S0a61Wzzbg3qNOknKY%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Lloyd 8.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Brown, Black",N/A,N/A,N/A,710 RPM,5 Star,Yes,3 Years,29990,N/A,N/A
https://www.flipkart.com/marq-flipkart-9-kg-5-star-rating-innowash-range-semi-automatic-top-load-washing-machine-white-grey/p/itm56d24afe3e823?pid=WMNGYHCPUYN2DYG7&lid=LSTWMNGYHCPUYN2DYG7FOETW6&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_129&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGYHCPUYN2DYG7.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"MarQ by Flipkart 9 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Grey",4.3,53841,5469,1350 RPM,5 Star,N/A,2 Years,9790,17990,45 
https://www.flipkart.com/thomson-11-kg-purewash-fully-automatic-top-load-washing-machine-grey/p/itmd15ee7f08156c?pid=WMNGREZQS32DRQSG&lid=LSTWMNGREZQS32DRQSGNKXUEJ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_130&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGREZQS32DRQSG.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Thomson 11 kg PureWash Fully Automatic Top Load Washing Machine Grey,4.2,5038,932,900 RPM,5 Star,N/A,2 Years,15999,21499,25 
https://www.flipkart.com/godrej-10-kg-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itm5ce805c183775?pid=WMNH7KW3QHCF4RER&lid=LSTWMNH7KW3QHCF4RERSHQZQ2&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_131&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBNIXWqTi7UO7IGYl9B10nLRPwB4XbNUY6PEbY4rDyzcpfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Godrej 10 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,N/A,N/A,N/A,650 RPM,5 Star,Yes,2 Years,40000,N/A,N/A
https://www.flipkart.com/electrolux-9-kg-5-star-ecoinverter-40c-vapour-wash-ultimatecare-300-fully-automatic-front-load-washing-machine-white/p/itm904dfab3f89f5?pid=WMNGT794XKRX5UHY&lid=LSTWMNGT794XKRX5UHYDLIXEU&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_132&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBPsHN2jrx-eW_LX02Y8Pv7l6-HCGe2uOGmaYH2GfR7k1fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Electrolux 9 kg 5 Star EcoInverter, 40C Vapour Wash,UltimateCare 300 Fully Automatic Front Load Washin...",4.2,50,10,1200 RPM,5 Star,N/A,2 Years,41490,75990,45 
https://www.flipkart.com/whirlpool-7-5-kg-fully-automatic-top-load-washing-machine-in-built-heater-grey/p/itm9fe0dcaaaf7bf?pid=WMNGVNUZJ5ZCAF6M&lid=LSTWMNGVNUZJ5ZCAF6MNC4AHM&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_133&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGVNUZJ5ZCAF6M.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Grey,4.1,28802,1951,740 RPM,5 Star,Yes,2 Years,17990,23250,22 
https://www.flipkart.com/voltas-beko-7-kg-fully-automatic-top-load-washing-machine-black-grey/p/itm1f1d76d2b55eb?pid=WMNHYW2PSRENQECP&lid=LSTWMNHYW2PSRENQECPWLLIJJ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_134&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNHYW2PSRENQECP.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Voltas Beko 7 kg Fully Automatic Top Load Washing Machine Black, Grey",4.1,1075,75,700 RPM,5 Star,N/A,1 Years,13990,26490,47 
https://www.flipkart.com/haier-7-kg-anti-bacterial-vortex-pulsator-1300-rpm-spray-function-wash-programs-magic-filter-rat-mesh-semi-automatic-top-load-washing-machine-maroon-white/p/itm9190f81967149?pid=WMNGZ77MKX89B7TF&lid=LSTWMNGZ77MKX89B7TFSOKWMP&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_135&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGZ77MKX89B7TF.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Haier 7 kg Anti Bacterial Vortex Pulsator, 1300 RPM, Spray Function, Wash Programs, Magic Filter, Rat ...",4.3,2426,137,1300 RPM,5 Star,N/A,2 Years,8990,15500,42 
https://www.flipkart.com/haier-8-kg-powerful-storm-pulsator-custom-wash-cycles-quick-wash-near-zero-pressure-technology-dual-magic-filter-fully-automatic-top-load-washing-machine-black-grey/p/itma40b2cc2729c2?pid=WMNGWDZFNNYHTTHW&lid=LSTWMNGWDZFNNYHTTHWBZSUCJ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_136&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGWDZFNNYHTTHW.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Haier 8 kg Powerful Storm Pulsator, Custom Wash Cycles with Quick Wash, Near Zero Pressure Technology,...",4.3,31906,2770,800 RPM,5 Star,N/A,2 Years,17490,35000,50 
https://www.flipkart.com/toshiba-7-kg-inverter-color-alive-drum-clean-technology-fully-automatic-front-load-washing-machine-in-built-heater-white/p/itm915879179ba3c?pid=WMNFSTYABRRQGTCN&lid=LSTWMNFSTYABRRQGTCNCFZBGW&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_137&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBPB-lJu1SiKoLjF8L4CE7aB2DOoZMlV2Ss8DIwNAzKAQg%3D%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"TOSHIBA 7 kg Inverter, COLOR ALIVE, Drum Clean Technology Fully Automatic Front Load Washing Machine w...",N/A,N/A,N/A,1200 RPM,N/A,Yes,2 Years,29250,40990,28 
https://www.flipkart.com/toshiba-7-kg-fully-automatic-front-load-washing-machine-in-built-heater-white/p/itmbb61bf0f2d0aa?pid=WMNGADHGDJQEJVFF&lid=LSTWMNGADHGDJQEJVFF5OUOG3&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_138&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBO9NmRaniQ6VQ5QR_4Uc93EQitls3oc_vG6a28xhekFsg%3D%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,TOSHIBA 7 kg Fully Automatic Front Load Washing Machine with In-built Heater White,2.8,4,1,1200 RPM,5 Star,Yes,4 Years,29499,44990,34 
https://www.flipkart.com/thomson-9-kg-semi-automatic-top-load-washing-machine-black-white/p/itm75fe248bbbd01?pid=WMNGGBT4QFFGXUAY&lid=LSTWMNGGBT4QFFGXUAYRUGXPQ&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_139&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGGBT4QFFGXUAY.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"Thomson 9 kg Semi Automatic Top Load Washing Machine Black, White",4,2287,260,1400 RPM,N/A,N/A,2 Years,9999,13499,25 
https://www.flipkart.com/ifb-7-kg-5-star-2x-power-steam-hard-water-wash-fully-automatic-front-load-washing-machine-in-built-heater-white/p/itmae1b351a1f461?pid=WMNGHHY8GKAFTKKZ&lid=LSTWMNGHHY8GKAFTKKZC69O11&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_140&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=80b6bee7-f548-4839-bd65-804873917eb8.WMNGHHY8GKAFTKKZ.SEARCH&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,"IFB 7 kg 5 Star 2X Power Steam,Hard Water Wash Fully Automatic Front Load Washing Machine with In-buil...",4.3,86299,8586,1000 RPM,5 Star,Yes,4 Years,26990,32490,16 
https://www.flipkart.com/motorola-10-kg-5-star-rating-midnight-series-semi-automatic-top-load-washing-machine-black/p/itm6c9502b48a028?pid=WMNGSZYNQ5DBHUX5&lid=LSTWMNGSZYNQ5DBHUX5RWWVRX&marketplace=FLIPKART&q=washing+machine&store=j9e%2Fabm%2F8qx&srno=s_6_141&otracker=AS_Query_HistoryAutoSuggest_4_0&otracker1=AS_Query_HistoryAutoSuggest_4_0&fm=Search&iid=en_BK03OG6VZRX_RV4mvTJSrPtkRNF-msk_uWG6z3UqQBMwlC-R53HxTsO4JptZ-F8bPPdmdFFvVbPQrdA0MmqsLPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=nrx3xtv02o0000001739009841902&qH=b3522a5e7056c9c0,MOTOROLA 10 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine Black,4.3,7645,648,1350 RPM,5 Star,N/A,2 Years,10690,20990,49 
